SOC,SOH,Material,Type
5.0,0.9488307692307691,LMO_26Ah,Fixed_SOC
5.0,0.9398615384615384,LMO_26Ah,Fixed_SOC
5.0,0.9495807692307692,LMO_26Ah,Fixed_SOC
5.0,0.9727192307692308,LMO_26Ah,Fixed_SOC
5.0,0.8280538461538461,LMO_26Ah,Fixed_SOC
5.0,0.9994153846153846,LMO_26Ah,Fixed_SOC
5.0,0.972276923076923,LMO_26Ah,Fixed_SOC
5.0,0.9426923076923077,LMO_26Ah,Fixed_SOC
5.0,0.9851653846153846,LMO_26Ah,Fixed_SOC
5.0,1.005969230769231,LMO_26Ah,Fixed_SOC
5.0,1.009442307692308,LMO_26Ah,Fixed_SOC
5.0,0.9911076923076922,LMO_26Ah,Fixed_SOC
5.0,0.9899384615384614,LMO_26Ah,Fixed_SOC
5.0,0.9798307692307693,LMO_26Ah,Fixed_SOC
5.0,0.8109384615384615,LMO_26Ah,Fixed_SOC
5.0,0.8049657142857143,LFP_35Ah,Fixed_SOC
5.0,0.8135085714285714,LFP_35Ah,Fixed_SOC
5.0,0.8006771428571429,LFP_35Ah,Fixed_SOC
5.0,0.7876828571428571,LFP_35Ah,Fixed_SOC
5.0,0.8206942857142857,LFP_35Ah,Fixed_SOC
5.0,0.8252085714285714,LFP_35Ah,Fixed_SOC
5.0,0.8263371428571429,LFP_35Ah,Fixed_SOC
5.0,0.8226028571428572,LFP_35Ah,Fixed_SOC
5.0,0.8664914285714286,LFP_35Ah,Fixed_SOC
5.0,0.8270085714285714,LFP_35Ah,Fixed_SOC
5.0,0.74364,LFP_35Ah,Fixed_SOC
5.0,0.8541371428571428,LFP_35Ah,Fixed_SOC
5.0,0.8308114285714285,LFP_35Ah,Fixed_SOC
5.0,0.8388257142857143,LFP_35Ah,Fixed_SOC
5.0,0.8411685714285714,LFP_35Ah,Fixed_SOC
5.0,0.8223485714285714,LFP_35Ah,Fixed_SOC
5.0,0.8133142857142858,LFP_35Ah,Fixed_SOC
5.0,0.8241457142857143,LFP_35Ah,Fixed_SOC
5.0,0.8535914285714286,LFP_35Ah,Fixed_SOC
5.0,0.8264828571428572,LFP_35Ah,Fixed_SOC
5.0,0.83336,LFP_35Ah,Fixed_SOC
5.0,0.7633,LFP_35Ah,Fixed_SOC
5.0,0.8559142857142857,LFP_35Ah,Fixed_SOC
5.0,0.8499714285714285,LFP_35Ah,Fixed_SOC
5.0,0.8482771428571428,LFP_35Ah,Fixed_SOC
5.0,0.845277142857143,LFP_35Ah,Fixed_SOC
5.0,0.8210257142857144,LFP_35Ah,Fixed_SOC
5.0,0.88986,LFP_35Ah,Fixed_SOC
5.0,0.8941942857142857,LFP_35Ah,Fixed_SOC
5.0,0.8878885714285715,LFP_35Ah,Fixed_SOC
5.0,0.8744714285714286,LFP_35Ah,Fixed_SOC
5.0,0.9035257142857143,LFP_35Ah,Fixed_SOC
5.0,0.7685371428571429,LFP_35Ah,Fixed_SOC
5.0,0.9061085714285714,LFP_35Ah,Fixed_SOC
5.0,0.9109142857142858,LFP_35Ah,Fixed_SOC
5.0,0.85786,LFP_35Ah,Fixed_SOC
5.0,0.8830285714285714,LFP_35Ah,Fixed_SOC
5.0,0.907,LFP_35Ah,Fixed_SOC
5.0,0.8835542857142856,LFP_35Ah,Fixed_SOC
5.0,0.8943057142857143,LFP_35Ah,Fixed_SOC
5.0,0.8922485714285714,LFP_35Ah,Fixed_SOC
5.0,0.8798314285714286,LFP_35Ah,Fixed_SOC
5.0,0.8873885714285714,LFP_35Ah,Fixed_SOC
5.0,0.7739171428571429,LFP_35Ah,Fixed_SOC
5.0,0.8691085714285715,LFP_35Ah,Fixed_SOC
5.0,0.8708857142857144,LFP_35Ah,Fixed_SOC
5.0,0.9147485714285714,LFP_35Ah,Fixed_SOC
5.0,0.922802857142857,LFP_35Ah,Fixed_SOC
5.0,0.9623314285714286,LFP_35Ah,Fixed_SOC
5.0,0.9208057142857143,LFP_35Ah,Fixed_SOC
5.0,0.9578857142857143,LFP_35Ah,Fixed_SOC
5.0,0.7998028571428571,LFP_35Ah,Fixed_SOC
5.0,0.8089914285714285,LFP_35Ah,Fixed_SOC
5.0,0.8004,LFP_35Ah,Fixed_SOC
5.0,0.7848257142857143,LFP_35Ah,Fixed_SOC
5.0,0.7780628571428571,LFP_35Ah,Fixed_SOC
5.0,0.8486632352941177,LFP_68Ah,Fixed_SOC
5.0,0.7336926470588235,LFP_68Ah,Fixed_SOC
5.0,0.7100794117647059,LFP_68Ah,Fixed_SOC
5.0,0.8467470588235294,LFP_68Ah,Fixed_SOC
5.0,0.8436882352941177,LFP_68Ah,Fixed_SOC
5.0,0.8420808823529411,LFP_68Ah,Fixed_SOC
5.0,0.8447191176470588,LFP_68Ah,Fixed_SOC
5.0,0.8263294117647059,LFP_68Ah,Fixed_SOC
5.0,0.8475764705882353,LFP_68Ah,Fixed_SOC
5.0,0.8305264705882353,LFP_68Ah,Fixed_SOC
5.0,0.8361323529411765,LFP_68Ah,Fixed_SOC
5.0,0.8112264705882354,LFP_68Ah,Fixed_SOC
5.0,0.8561661764705882,LFP_68Ah,Fixed_SOC
5.0,0.821075,LFP_68Ah,Fixed_SOC
5.0,0.8579985294117647,LFP_68Ah,Fixed_SOC
5.0,0.8279117647058823,LFP_68Ah,Fixed_SOC
5.0,0.6589970588235294,LFP_68Ah,Fixed_SOC
5.0,0.8304911764705882,LFP_68Ah,Fixed_SOC
5.0,0.8428676470588234,LFP_68Ah,Fixed_SOC
5.0,0.787035294117647,LFP_68Ah,Fixed_SOC
5.0,0.827885294117647,LFP_68Ah,Fixed_SOC
5.0,0.8585794117647059,LFP_68Ah,Fixed_SOC
5.0,0.7092514705882353,LFP_68Ah,Fixed_SOC
5.0,0.7377867647058823,LFP_68Ah,Fixed_SOC
5.0,0.723389705882353,LFP_68Ah,Fixed_SOC
5.0,0.7559117647058824,LFP_68Ah,Fixed_SOC
5.0,0.7921161764705883,LFP_68Ah,Fixed_SOC
5.0,0.8509441176470588,LFP_68Ah,Fixed_SOC
5.0,0.7753970588235294,LFP_68Ah,Fixed_SOC
5.0,0.8291720588235294,LFP_68Ah,Fixed_SOC
5.0,0.6756205882352941,LFP_68Ah,Fixed_SOC
5.0,0.8409485294117647,LFP_68Ah,Fixed_SOC
5.0,0.8494147058823529,LFP_68Ah,Fixed_SOC
5.0,0.8560955882352941,LFP_68Ah,Fixed_SOC
5.0,0.7864411764705883,LFP_68Ah,Fixed_SOC
5.0,0.856660294117647,LFP_68Ah,Fixed_SOC
5.0,0.8404294117647059,LFP_68Ah,Fixed_SOC
5.0,0.8122691176470588,LFP_68Ah,Fixed_SOC
5.0,0.8364161764705882,LFP_68Ah,Fixed_SOC
5.0,0.8319852941176471,LFP_68Ah,Fixed_SOC
5.0,0.843060294117647,LFP_68Ah,Fixed_SOC
5.0,0.8222029411764705,LFP_68Ah,Fixed_SOC
5.0,0.6927102941176471,LFP_68Ah,Fixed_SOC
5.0,0.8402176470588235,LFP_68Ah,Fixed_SOC
5.0,0.8601441176470589,LFP_68Ah,Fixed_SOC
5.0,0.8563573529411765,LFP_68Ah,Fixed_SOC
5.0,0.8210647058823529,LFP_68Ah,Fixed_SOC
5.0,0.8470382352941176,LFP_68Ah,Fixed_SOC
5.0,0.8502661764705882,LFP_68Ah,Fixed_SOC
5.0,0.8371941176470589,LFP_68Ah,Fixed_SOC
5.0,0.8186529411764706,LFP_68Ah,Fixed_SOC
5.0,0.8286044117647059,LFP_68Ah,Fixed_SOC
5.0,0.845614705882353,LFP_68Ah,Fixed_SOC
5.0,0.813479411764706,LFP_68Ah,Fixed_SOC
5.0,0.8418558823529412,LFP_68Ah,Fixed_SOC
5.0,0.8305867647058823,LFP_68Ah,Fixed_SOC
5.0,0.8502470588235295,LFP_68Ah,Fixed_SOC
5.0,0.8407470588235294,LFP_68Ah,Fixed_SOC
5.0,0.7065220588235295,LFP_68Ah,Fixed_SOC
5.0,0.7038838235294118,LFP_68Ah,Fixed_SOC
5.0,0.676385294117647,LFP_68Ah,Fixed_SOC
5.0,0.6936911764705882,LFP_68Ah,Fixed_SOC
5.0,0.6855514705882353,LFP_68Ah,Fixed_SOC
5.0,0.705775,LFP_68Ah,Fixed_SOC
5.0,0.6622470588235294,LFP_68Ah,Fixed_SOC
5.0,0.8728838235294117,LFP_68Ah,Fixed_SOC
5.0,0.6882455882352941,LFP_68Ah,Fixed_SOC
5.0,0.7342455882352941,LFP_68Ah,Fixed_SOC
5.0,0.7381617647058824,LFP_68Ah,Fixed_SOC
5.0,0.7294117647058824,LFP_68Ah,Fixed_SOC
5.0,0.7231323529411765,LFP_68Ah,Fixed_SOC
5.0,0.7707191176470589,LFP_68Ah,Fixed_SOC
5.0,0.8313029411764705,LFP_68Ah,Fixed_SOC
5.0,0.8529117647058824,LFP_68Ah,Fixed_SOC
5.0,0.7210529411764706,LFP_68Ah,Fixed_SOC
5.0,0.8263308823529412,LFP_68Ah,Fixed_SOC
5.0,0.8405779411764707,LFP_68Ah,Fixed_SOC
5.0,0.7142455882352942,LFP_68Ah,Fixed_SOC
5.0,0.7955514705882353,LFP_68Ah,Fixed_SOC
5.0,0.7208558823529412,LFP_68Ah,Fixed_SOC
5.0,0.8129088235294117,LFP_68Ah,Fixed_SOC
5.0,0.7633029411764706,LFP_68Ah,Fixed_SOC
5.0,0.7309691176470589,LFP_68Ah,Fixed_SOC
5.0,0.7856073529411765,LFP_68Ah,Fixed_SOC
5.0,0.7551058823529412,LFP_68Ah,Fixed_SOC
5.0,0.7404117647058823,LFP_68Ah,Fixed_SOC
5.0,0.7657735294117647,LFP_68Ah,Fixed_SOC
5.0,0.8585220588235294,LFP_68Ah,Fixed_SOC
5.0,0.746439705882353,LFP_68Ah,Fixed_SOC
5.0,0.6961367647058824,LFP_68Ah,Fixed_SOC
5.0,0.8303014705882353,LFP_68Ah,Fixed_SOC
5.0,0.7244132352941177,LFP_68Ah,Fixed_SOC
5.0,0.8149132352941176,LFP_68Ah,Fixed_SOC
5.0,0.8300235294117647,LFP_68Ah,Fixed_SOC
5.0,0.8431911764705883,LFP_68Ah,Fixed_SOC
5.0,0.823635294117647,LFP_68Ah,Fixed_SOC
5.0,0.60549,LMO_10Ah,Fixed_SOC
5.0,0.63985,LMO_10Ah,Fixed_SOC
5.0,0.6453599999999999,LMO_10Ah,Fixed_SOC
5.0,0.63319,LMO_10Ah,Fixed_SOC
5.0,0.55447,LMO_10Ah,Fixed_SOC
5.0,0.65591,LMO_10Ah,Fixed_SOC
5.0,0.65152,LMO_10Ah,Fixed_SOC
5.0,0.69576,LMO_10Ah,Fixed_SOC
5.0,0.6653800000000001,LMO_10Ah,Fixed_SOC
5.0,0.69119,LMO_10Ah,Fixed_SOC
5.0,0.56791,LMO_10Ah,Fixed_SOC
5.0,0.69997,LMO_10Ah,Fixed_SOC
5.0,0.67829,LMO_10Ah,Fixed_SOC
5.0,0.67698,LMO_10Ah,Fixed_SOC
5.0,0.69477,LMO_10Ah,Fixed_SOC
5.0,0.6853,LMO_10Ah,Fixed_SOC
5.0,0.66769,LMO_10Ah,Fixed_SOC
5.0,0.79655,LMO_10Ah,Fixed_SOC
5.0,0.71776,LMO_10Ah,Fixed_SOC
5.0,0.76227,LMO_10Ah,Fixed_SOC
5.0,0.72993,LMO_10Ah,Fixed_SOC
5.0,0.6051300000000001,LMO_10Ah,Fixed_SOC
5.0,0.7556499999999999,LMO_10Ah,Fixed_SOC
5.0,0.80253,LMO_10Ah,Fixed_SOC
5.0,0.80443,LMO_10Ah,Fixed_SOC
5.0,0.87844,LMO_10Ah,Fixed_SOC
5.0,0.8573600000000001,LMO_10Ah,Fixed_SOC
5.0,0.8853099999999999,LMO_10Ah,Fixed_SOC
5.0,0.88667,LMO_10Ah,Fixed_SOC
5.0,0.87259,LMO_10Ah,Fixed_SOC
5.0,0.8871399999999999,LMO_10Ah,Fixed_SOC
5.0,0.87876,LMO_10Ah,Fixed_SOC
5.0,0.51908,LMO_10Ah,Fixed_SOC
5.0,0.86738,LMO_10Ah,Fixed_SOC
5.0,0.89075,LMO_10Ah,Fixed_SOC
5.0,0.8744500000000001,LMO_10Ah,Fixed_SOC
5.0,0.85451,LMO_10Ah,Fixed_SOC
5.0,0.83956,LMO_10Ah,Fixed_SOC
5.0,0.80747,LMO_10Ah,Fixed_SOC
5.0,0.86249,LMO_10Ah,Fixed_SOC
5.0,0.88702,LMO_10Ah,Fixed_SOC
5.0,0.83622,LMO_10Ah,Fixed_SOC
5.0,0.8721099999999999,LMO_10Ah,Fixed_SOC
5.0,0.59985,LMO_10Ah,Fixed_SOC
5.0,0.87822,LMO_10Ah,Fixed_SOC
5.0,0.91801,LMO_10Ah,Fixed_SOC
5.0,0.8817999999999999,LMO_10Ah,Fixed_SOC
5.0,0.8700699999999999,LMO_10Ah,Fixed_SOC
5.0,0.87985,LMO_10Ah,Fixed_SOC
5.0,0.8743299999999999,LMO_10Ah,Fixed_SOC
5.0,0.87194,LMO_10Ah,Fixed_SOC
5.0,0.87094,LMO_10Ah,Fixed_SOC
5.0,0.8465199999999999,LMO_10Ah,Fixed_SOC
5.0,0.90113,LMO_10Ah,Fixed_SOC
5.0,0.5357700000000001,LMO_10Ah,Fixed_SOC
5.0,0.87996,LMO_10Ah,Fixed_SOC
5.0,0.9110799999999999,LMO_10Ah,Fixed_SOC
5.0,0.88591,LMO_10Ah,Fixed_SOC
5.0,0.8843500000000001,LMO_10Ah,Fixed_SOC
5.0,0.87019,LMO_10Ah,Fixed_SOC
5.0,0.8652200000000001,LMO_10Ah,Fixed_SOC
5.0,0.89144,LMO_10Ah,Fixed_SOC
5.0,0.88907,LMO_10Ah,Fixed_SOC
5.0,0.8896000000000001,LMO_10Ah,Fixed_SOC
5.0,0.89939,LMO_10Ah,Fixed_SOC
5.0,0.69177,LMO_10Ah,Fixed_SOC
5.0,0.8918200000000001,LMO_10Ah,Fixed_SOC
5.0,0.89053,LMO_10Ah,Fixed_SOC
5.0,0.89374,LMO_10Ah,Fixed_SOC
5.0,0.87891,LMO_10Ah,Fixed_SOC
5.0,0.90417,LMO_10Ah,Fixed_SOC
5.0,0.90144,LMO_10Ah,Fixed_SOC
5.0,0.8891899999999999,LMO_10Ah,Fixed_SOC
5.0,0.8746,LMO_10Ah,Fixed_SOC
5.0,0.8954700000000001,LMO_10Ah,Fixed_SOC
5.0,0.92377,LMO_10Ah,Fixed_SOC
5.0,0.61491,LMO_10Ah,Fixed_SOC
5.0,0.9320299999999999,LMO_10Ah,Fixed_SOC
5.0,0.91394,LMO_10Ah,Fixed_SOC
5.0,0.91713,LMO_10Ah,Fixed_SOC
5.0,0.94788,LMO_10Ah,Fixed_SOC
5.0,0.89175,LMO_10Ah,Fixed_SOC
5.0,0.87994,LMO_10Ah,Fixed_SOC
5.0,0.8851100000000001,LMO_10Ah,Fixed_SOC
5.0,0.88458,LMO_10Ah,Fixed_SOC
5.0,0.8749399999999999,LMO_10Ah,Fixed_SOC
5.0,0.91862,LMO_10Ah,Fixed_SOC
5.0,0.58605,LMO_10Ah,Fixed_SOC
5.0,0.9073,LMO_10Ah,Fixed_SOC
5.0,0.87927,LMO_10Ah,Fixed_SOC
5.0,0.9082700000000001,LMO_10Ah,Fixed_SOC
5.0,0.9074099999999999,LMO_10Ah,Fixed_SOC
5.0,0.9049699999999999,LMO_10Ah,Fixed_SOC
5.0,0.89191,LMO_10Ah,Fixed_SOC
5.0,0.5745199999999999,LMO_10Ah,Fixed_SOC
5.0,0.77994,NMC_15Ah,Fixed_SOC
5.0,0.7561333333333333,NMC_15Ah,Fixed_SOC
5.0,0.77272,NMC_15Ah,Fixed_SOC
5.0,0.76966,NMC_15Ah,Fixed_SOC
5.0,0.78008,NMC_15Ah,Fixed_SOC
5.0,0.78396,NMC_15Ah,Fixed_SOC
5.0,0.7803533333333333,NMC_15Ah,Fixed_SOC
5.0,0.76816,NMC_15Ah,Fixed_SOC
5.0,0.7721333333333333,NMC_15Ah,Fixed_SOC
5.0,0.7779533333333333,NMC_15Ah,Fixed_SOC
5.0,0.8001333333333334,NMC_15Ah,Fixed_SOC
5.0,0.7795333333333333,NMC_15Ah,Fixed_SOC
5.0,0.7849733333333333,NMC_15Ah,Fixed_SOC
5.0,0.7764399999999999,NMC_15Ah,Fixed_SOC
5.0,0.79182,NMC_15Ah,Fixed_SOC
5.0,0.7905599999999999,NMC_15Ah,Fixed_SOC
5.0,0.7750533333333334,NMC_15Ah,Fixed_SOC
5.0,0.78856,NMC_15Ah,Fixed_SOC
5.0,0.7973666666666667,NMC_15Ah,Fixed_SOC
5.0,0.7850733333333333,NMC_15Ah,Fixed_SOC
5.0,0.7833466666666666,NMC_15Ah,Fixed_SOC
5.0,0.7830266666666666,NMC_15Ah,Fixed_SOC
5.0,0.768,NMC_15Ah,Fixed_SOC
5.0,0.7832,NMC_15Ah,Fixed_SOC
5.0,0.7749533333333333,NMC_15Ah,Fixed_SOC
5.0,0.7973199999999999,NMC_15Ah,Fixed_SOC
5.0,0.7752800000000001,NMC_15Ah,Fixed_SOC
5.0,0.76466,NMC_15Ah,Fixed_SOC
5.0,0.78068,NMC_15Ah,Fixed_SOC
5.0,0.7529666666666667,NMC_15Ah,Fixed_SOC
5.0,0.7786266666666666,NMC_15Ah,Fixed_SOC
5.0,0.7700266666666666,NMC_15Ah,Fixed_SOC
5.0,0.77308,NMC_15Ah,Fixed_SOC
5.0,0.7685866666666666,NMC_15Ah,Fixed_SOC
5.0,0.7872733333333334,NMC_15Ah,Fixed_SOC
5.0,0.7994533333333333,NMC_15Ah,Fixed_SOC
5.0,0.7728866666666666,NMC_15Ah,Fixed_SOC
5.0,0.7937666666666666,NMC_15Ah,Fixed_SOC
5.0,0.7859266666666667,NMC_15Ah,Fixed_SOC
5.0,0.7883933333333334,NMC_15Ah,Fixed_SOC
5.0,0.7832866666666667,NMC_15Ah,Fixed_SOC
5.0,0.7745599999999999,NMC_15Ah,Fixed_SOC
5.0,0.7840733333333334,NMC_15Ah,Fixed_SOC
5.0,0.7844133333333333,NMC_15Ah,Fixed_SOC
5.0,0.7879133333333334,NMC_15Ah,Fixed_SOC
5.0,0.7787066666666667,NMC_15Ah,Fixed_SOC
5.0,0.7849733333333333,NMC_15Ah,Fixed_SOC
5.0,0.7611333333333333,NMC_15Ah,Fixed_SOC
5.0,0.7598666666666667,NMC_15Ah,Fixed_SOC
5.0,0.7786333333333334,NMC_15Ah,Fixed_SOC
5.0,0.7703000000000001,NMC_15Ah,Fixed_SOC
5.0,0.7873,NMC_15Ah,Fixed_SOC
5.0,0.7794666666666666,NMC_15Ah,Fixed_SOC
5.0,0.77544,NMC_15Ah,Fixed_SOC
5.0,0.78944,NMC_15Ah,Fixed_SOC
5.0,0.77758,NMC_15Ah,Fixed_SOC
5.0,0.7711666666666667,NMC_15Ah,Fixed_SOC
5.0,0.7737999999999999,NMC_15Ah,Fixed_SOC
5.0,0.7863266666666667,NMC_15Ah,Fixed_SOC
5.0,0.7892466666666667,NMC_15Ah,Fixed_SOC
5.0,0.7802466666666666,NMC_15Ah,Fixed_SOC
5.0,0.7741666666666667,NMC_15Ah,Fixed_SOC
5.0,0.7724133333333333,NMC_15Ah,Fixed_SOC
5.0,0.7830466666666667,NMC_15Ah,Fixed_SOC
5.0,0.7662466666666667,NMC_15Ah,Fixed_SOC
5.0,0.78094,NMC_15Ah,Fixed_SOC
5.0,0.7759666666666667,NMC_15Ah,Fixed_SOC
5.0,0.7860533333333334,NMC_15Ah,Fixed_SOC
5.0,0.7754666666666666,NMC_15Ah,Fixed_SOC
5.0,0.7783866666666667,NMC_15Ah,Fixed_SOC
5.0,0.7874133333333333,NMC_15Ah,Fixed_SOC
5.0,0.8096599999999999,NMC_15Ah,Fixed_SOC
5.0,0.8230266666666667,NMC_15Ah,Fixed_SOC
5.0,0.8196066666666667,NMC_15Ah,Fixed_SOC
5.0,0.7553333333333333,NMC_15Ah,Fixed_SOC
5.0,0.7715,NMC_15Ah,Fixed_SOC
5.0,0.7687466666666667,NMC_15Ah,Fixed_SOC
5.0,0.7789400000000001,NMC_15Ah,Fixed_SOC
5.0,0.7807733333333334,NMC_15Ah,Fixed_SOC
5.0,0.8263266666666667,NMC_15Ah,Fixed_SOC
5.0,0.8238266666666667,NMC_15Ah,Fixed_SOC
5.0,0.7786066666666667,NMC_15Ah,Fixed_SOC
5.0,0.77022,NMC_15Ah,Fixed_SOC
5.0,1.003619047619048,NMC_21Ah,Fixed_SOC
5.0,1.008990476190476,NMC_21Ah,Fixed_SOC
5.0,1.005142857142857,NMC_21Ah,Fixed_SOC
5.0,0.9927095238095239,NMC_21Ah,Fixed_SOC
5.0,1.000938095238095,NMC_21Ah,Fixed_SOC
5.0,1.006814285714286,NMC_21Ah,Fixed_SOC
5.0,0.9973428571428571,NMC_21Ah,Fixed_SOC
5.0,1.002009523809524,NMC_21Ah,Fixed_SOC
5.0,1.003290476190476,NMC_21Ah,Fixed_SOC
5.0,0.9927904761904762,NMC_21Ah,Fixed_SOC
5.0,0.8151904761904761,NMC_21Ah,Fixed_SOC
5.0,0.9949,NMC_21Ah,Fixed_SOC
5.0,0.9776619047619047,NMC_21Ah,Fixed_SOC
5.0,0.9957333333333332,NMC_21Ah,Fixed_SOC
5.0,0.9962047619047619,NMC_21Ah,Fixed_SOC
5.0,0.9986619047619049,NMC_21Ah,Fixed_SOC
5.0,0.9980095238095239,NMC_21Ah,Fixed_SOC
5.0,1.000242857142857,NMC_21Ah,Fixed_SOC
5.0,0.9892428571428572,NMC_21Ah,Fixed_SOC
5.0,1.001795238095238,NMC_21Ah,Fixed_SOC
5.0,0.9858666666666667,NMC_21Ah,Fixed_SOC
5.0,0.7464952380952381,NMC_21Ah,Fixed_SOC
5.0,0.9958666666666667,NMC_21Ah,Fixed_SOC
5.0,1.006371428571429,NMC_21Ah,Fixed_SOC
5.0,0.9985857142857144,NMC_21Ah,Fixed_SOC
5.0,0.9969285714285715,NMC_21Ah,Fixed_SOC
5.0,0.9989333333333332,NMC_21Ah,Fixed_SOC
5.0,0.9904238095238095,NMC_21Ah,Fixed_SOC
5.0,0.9916809523809523,NMC_21Ah,Fixed_SOC
5.0,0.9927285714285714,NMC_21Ah,Fixed_SOC
5.0,1.005833333333333,NMC_21Ah,Fixed_SOC
5.0,1.002714285714286,NMC_21Ah,Fixed_SOC
5.0,0.8836095238095238,NMC_21Ah,Fixed_SOC
5.0,0.9829666666666667,NMC_21Ah,Fixed_SOC
5.0,1.005357142857143,NMC_21Ah,Fixed_SOC
5.0,1.000414285714286,NMC_21Ah,Fixed_SOC
5.0,0.9890523809523809,NMC_21Ah,Fixed_SOC
5.0,1.007719047619048,NMC_21Ah,Fixed_SOC
5.0,0.992804761904762,NMC_21Ah,Fixed_SOC
5.0,0.9871904761904763,NMC_21Ah,Fixed_SOC
5.0,0.9881380952380953,NMC_21Ah,Fixed_SOC
5.0,0.9909714285714286,NMC_21Ah,Fixed_SOC
5.0,0.9904714285714287,NMC_21Ah,Fixed_SOC
5.0,0.8371904761904762,NMC_21Ah,Fixed_SOC
5.0,0.985247619047619,NMC_21Ah,Fixed_SOC
5.0,0.9873571428571429,NMC_21Ah,Fixed_SOC
5.0,0.9930809523809524,NMC_21Ah,Fixed_SOC
5.0,0.8516095238095238,NMC_21Ah,Fixed_SOC
5.0,1.002109523809524,NMC_21Ah,Fixed_SOC
5.0,1.001576190476191,NMC_21Ah,Fixed_SOC
5.0,1.008171428571429,NMC_21Ah,Fixed_SOC
5.0,0.9838380952380952,NMC_21Ah,Fixed_SOC
5.0,0.7822208333333333,LMO_24Ah,Fixed_SOC
5.0,0.769775,LMO_24Ah,Fixed_SOC
5.0,0.8261375000000001,LMO_24Ah,Fixed_SOC
5.0,0.7983583333333333,LMO_24Ah,Fixed_SOC
5.0,0.8073875,LMO_24Ah,Fixed_SOC
5.0,0.8003291666666666,LMO_24Ah,Fixed_SOC
5.0,0.7896583333333332,LMO_24Ah,Fixed_SOC
5.0,0.8251083333333334,LMO_24Ah,Fixed_SOC
5.0,0.8041916666666666,LMO_24Ah,Fixed_SOC
5.0,1.092525,LMO_24Ah,Fixed_SOC
5.0,0.761075,LMO_24Ah,Fixed_SOC
5.0,0.7737166666666666,LMO_24Ah,Fixed_SOC
5.0,1.1206625,LMO_24Ah,Fixed_SOC
5.0,0.6521666666666667,LMO_24Ah,Fixed_SOC
5.0,0.7438291666666667,LMO_24Ah,Fixed_SOC
5.0,1.117775,LMO_24Ah,Fixed_SOC
5.0,1.104579166666667,LMO_24Ah,Fixed_SOC
5.0,0.8234416666666666,LMO_24Ah,Fixed_SOC
5.0,0.7983875,LMO_24Ah,Fixed_SOC
5.0,0.7655791666666666,LMO_24Ah,Fixed_SOC
5.0,0.7796375000000001,LMO_24Ah,Fixed_SOC
5.0,0.8063875,LMO_24Ah,Fixed_SOC
5.0,0.6645541666666667,LMO_24Ah,Fixed_SOC
5.0,0.6395541666666666,LMO_24Ah,Fixed_SOC
5.0,0.7896916666666667,LMO_24Ah,Fixed_SOC
5.0,0.7442208333333333,LMO_24Ah,Fixed_SOC
5.0,0.7858583333333334,LMO_24Ah,Fixed_SOC
5.0,0.7951625,LMO_24Ah,Fixed_SOC
5.0,0.8155541666666667,LMO_24Ah,Fixed_SOC
5.0,0.8018541666666666,LMO_24Ah,Fixed_SOC
5.0,0.7951083333333333,LMO_24Ah,Fixed_SOC
5.0,0.8003458333333334,LMO_24Ah,Fixed_SOC
5.0,0.8138875,LMO_24Ah,Fixed_SOC
5.0,0.7946791666666666,LMO_24Ah,Fixed_SOC
5.0,0.7981250000000001,LMO_24Ah,Fixed_SOC
5.0,0.8136583333333333,LMO_24Ah,Fixed_SOC
5.0,0.7289875,LMO_24Ah,Fixed_SOC
5.0,0.8255416666666666,LMO_24Ah,Fixed_SOC
5.0,0.7810791666666667,LMO_24Ah,Fixed_SOC
5.0,1.067841666666667,LMO_24Ah,Fixed_SOC
5.0,1.05445,LMO_24Ah,Fixed_SOC
5.0,1.065441666666667,LMO_24Ah,Fixed_SOC
5.0,1.060616666666667,LMO_24Ah,Fixed_SOC
5.0,0.6706375000000001,LMO_24Ah,Fixed_SOC
5.0,0.76035,LMO_24Ah,Fixed_SOC
5.0,0.8154041666666667,LMO_24Ah,Fixed_SOC
5.0,0.8017541666666667,LMO_24Ah,Fixed_SOC
5.0,0.7800291666666667,LMO_24Ah,Fixed_SOC
5.0,0.7973083333333334,LMO_24Ah,Fixed_SOC
5.0,0.792125,LMO_24Ah,Fixed_SOC
5.0,0.7840458333333333,LMO_24Ah,Fixed_SOC
5.0,0.7370166666666668,LMO_24Ah,Fixed_SOC
5.0,0.8057500000000001,LMO_24Ah,Fixed_SOC
5.0,0.7952458333333333,LMO_24Ah,Fixed_SOC
5.0,0.8001916666666666,LMO_24Ah,Fixed_SOC
5.0,0.7358583333333333,LMO_24Ah,Fixed_SOC
5.0,0.7241083333333332,LMO_24Ah,Fixed_SOC
5.0,0.8061666666666666,LMO_24Ah,Fixed_SOC
5.0,0.801025,LMO_24Ah,Fixed_SOC
5.0,0.726025,LMO_24Ah,Fixed_SOC
5.0,0.778525,LMO_24Ah,Fixed_SOC
5.0,0.7694416666666667,LMO_24Ah,Fixed_SOC
5.0,0.8108041666666667,LMO_24Ah,Fixed_SOC
5.0,0.8134416666666667,LMO_24Ah,Fixed_SOC
5.0,0.679552,LMO_25Ah,Fixed_SOC
5.0,0.561636,LMO_25Ah,Fixed_SOC
5.0,0.776636,LMO_25Ah,Fixed_SOC
5.0,0.772804,LMO_25Ah,Fixed_SOC
5.0,0.9329120000000001,LMO_25Ah,Fixed_SOC
5.0,0.8938240000000001,LMO_25Ah,Fixed_SOC
